Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,
ESLT,Elbit Systems Ltd.,121.75,5205199908.5,n/a,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/eslt,
ERI,"Eldorado Resorts, Inc.",44.25,3417919338.75,n/a,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/eri,
ESIO,"Electro Scientific Industries, Inc.",16.78,572272822.02,n/a,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/esio,
EA,Electronic Arts Inc.,141.26,43241373068.18,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ea,
EFII,"Electronics for Imaging, Inc.",33.83,1512901957.6,n/a,1992,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/efii,
ELSE,"Electro-Sensors, Inc.",3.98,13514173.58,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/else,
ESBK,Elmira Savings Bank NY (The),20.5,62287446,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/esbk,
ELOX,"Eloxx Pharmaceuticals, Inc.",19.28,644477148.64,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/elox,
ELTK,Eltek Ltd.,4.009,8132464.968,n/a,1997,Technology,Electrical Products,https://www.nasdaq.com/symbol/eltk,
EMCI,EMC Insurance Group Inc.,28.8,620389900.8,n/a,1982,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/emci,
EMCF,Emclaire Financial Corp,34.3,77900067.7,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/emcf,
EMKR,EMCORE Corporation,5.35,146897946,n/a,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/emkr,
EMMS,Emmis Communications Corporation,5.52,71188553.04,n/a,1994,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/emms,
NYNY,"Empire Resorts, Inc.",20,654706780,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/nyny,
ENTA,"Enanta Pharmaceuticals, Inc.",119.6,2304404840.4,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/enta,
ECPG,Encore Capital Group Inc,38.75,1004297080,n/a,n/a,Finance,Finance Companies,https://www.nasdaq.com/symbol/ecpg,
WIRE,Encore Wire Corporation,50.25,1047418437,n/a,1992,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/wire,
ENDP,Endo International plc,9.48,2121537732,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/endp,
ECYT,"Endocyte, Inc.",13.79,958427615.6,n/a,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ecyt,
ELGX,"Endologix, Inc.",5.86,492300463.48,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/elgx,
NDRA,ENDRA Life Sciences Inc.,2.65,10396021.55,n/a,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ndra,
NDRAW,ENDRA Life Sciences Inc.,0.68,0,n/a,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ndraw,
EIGI,"Endurance International Group Holdings, Inc.",9.55,1362922281.25,n/a,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/eigi,
WATT,Energous Corporation,15.89,404479171.39,n/a,2014,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/watt,
EFOI,"Energy Focus, Inc.",2.02,24110913.92,n/a,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/efoi,
ERII,"Energy Recovery, Inc.",8.12,434447892.2,n/a,2008,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/erii,
EGC,"Energy XXI Gulf Coast, Inc.",9.04,301893521.04,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/egc,
ENG,ENGlobal Corporation,1.14,31366393.2,n/a,n/a,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/eng,
ENPH,"Enphase Energy, Inc.",6.62,641137394.38,n/a,2012,Technology,Semiconductors,https://www.nasdaq.com/symbol/enph,
ESGR,Enstar Group Limited,215.25,4618230078,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgr,
ENFC,Entegra Financial Corp.,27.65,190464674.75,n/a,2014,Finance,Banks,https://www.nasdaq.com/symbol/enfc,
ENTG,"Entegris, Inc.",35.35,5010479730.2,n/a,2000,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/entg,
EBTC,Enterprise Bancorp Inc,41.56,485529396.28,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ebtc,
EFSC,Enterprise Financial Services Corporation,55.7,1287296903.5,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/efsc,
EPZM,"Epizyme, Inc.",14.8,1028419558.4,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/epzm,
PLUS,ePlus inc.,95.7,1311041575.8,n/a,1996,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/plus,
EQIX,"Equinix, Inc.",418.86,33281682379.92,n/a,2000,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/eqix,
EQFN,Equitable Financial Corp.,10.6,35167302,n/a,2015,Finance,Savings Institutions,https://www.nasdaq.com/symbol/eqfn,
EQBK,"Equity Bancshares, Inc.",42.96,677724114.96,n/a,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/eqbk,
ERIC,Ericsson,7.77,2419754837.43,311422759,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/eric,
ERIE,Erie Indemnity Company,120.83,6318184750.44,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/erie,
ERYP,Erytech Pharma S.A.,17.9501,90148040.8647,5022147,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/eryp,
ESCA,"Escalade, Incorporated",15.2,219118488,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/esca,
ESPR,"Esperion Therapeutics, Inc.",38.89,1041691867.33,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/espr,
ESQ,"Esquire Financial Holdings, Inc.",25.84,192397482.32,n/a,2017,Finance,Commercial Banks,https://www.nasdaq.com/symbol/esq,
ESSA,"ESSA Bancorp, Inc.",15.76,185440181.84,n/a,n/a,Finance,Banks,https://www.nasdaq.com/symbol/essa,
EPIX,ESSA Pharma Inc.,3.886,22445916.828,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/epix,
ESND,Essendant Inc.,13.63,513252820.19,n/a,n/a,Consumer Services,Paper,https://www.nasdaq.com/symbol/esnd,
ESTR,"Estre Ambiental, Inc.",8.2949,383639125,n/a,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/estr,
ESTRW,"Estre Ambiental, Inc.",0.57,0,n/a,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/estrw,
VBND,ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund,47.52,408672000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vbnd,
VUSE,ETF Series Solutions Trust Vident Core US Equity ETF,34.49,524248000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vuse,
VIDI,ETF Series Solutions Trust Vident International Equity Fund,26.09,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vidi,
ETSY,"Etsy, Inc.",43.18,5158952953.6,n/a,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/etsy,
CLWT,Euro Tech Holdings Company Limited,4.55,9381685.95,n/a,1997,Consumer Durables,Diversified Electronic Products,https://www.nasdaq.com/symbol/clwt,
EDRY,EuroDry Ltd.,9.305,1861000000,n/a,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/edry,
EEFT,"Euronet Worldwide, Inc.",87.49,4486560954.07,n/a,1997,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/eeft,
ESEA,Euroseas Ltd.,1.6,18038601.6,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/esea,
EVLO,"Evelo Biosciences, Inc.",13.3,421876678.3,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evlo,
EVBG,"Everbridge, Inc.",47.35,1361366857.8,n/a,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/evbg,
EVK,"Ever-Glory International Group, Inc.",3.65,54005370.8,n/a,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/evk,
MRAM,"Everspin Technologies, Inc.",9.17,152897673.11,n/a,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/mram,
EVLV,EVINE Live Inc.,1.22,80057699.3,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/evlv,
EVOP,"EVO Payments, Inc.",21.11,1590863595.93,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/evop,
EVFM,"Evofem Biosciences, Inc.",3.45,61283523,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evfm,
EVGN,Evogene Ltd.,3.08,79323234.76,n/a,n/a,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/evgn,
EVOK,"Evoke Pharma, Inc.",2.59,43446776.03,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evok,
EOLS,"Evolus, Inc.",32.94,778714413.66,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eols,
EVOL,"Evolving Systems, Inc.",2.9,35134636.8,n/a,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/evol,
EXAS,Exact Sciences Corporation,66.33,8085512912.4,n/a,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/exas,
FLAG,Exchange Traded Concepts Trust FLAG-Forensic Accounting Long-S,42.48,16992000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/flag,
ROBO,Exchange Traded Concepts Trust ROBO Global Robotics and Automa,40.58,186668000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/robo,
XELA,"Exela Technologies, Inc.",5.09,776556959.62,n/a,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/xela,
EXEL,"Exelixis, Inc.",20.04,5949202255.2,n/a,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/exel,
EXFO,EXFO Inc,3.25,76262732,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/exfo,
EXLS,"ExlService Holdings, Inc.",59.23,2037279640.71,n/a,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/exls,
EXPI,"eXp World Holdings, Inc.",12.79,720126420.56,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/expi,
EXPE,"Expedia Group, Inc.",124.83,18742945005.63,n/a,n/a,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/expe,
EXPD,"Expeditors International of Washington, Inc.",74.02,12929821076.02,n/a,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/expd,
EXPO,"Exponent, Inc.",50.25,5226904701,n/a,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/expo,
ESRX,Express Scripts Holding Company,79.23,44505154830,n/a,1992,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/esrx,
XOG,"Extraction Oil & Gas, Inc.",15.17,2665816833.57,n/a,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/xog,
EXTR,"Extreme Networks, Inc.",8.59,995517133.35,n/a,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/extr,
EYEG,"Eyegate Pharmaceuticals, Inc.",0.56,23455602.8,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyeg,
EYEGW,"Eyegate Pharmaceuticals, Inc.",0.0875,0,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyegw,
EYEN,"Eyenovia, Inc.",7.96,79096697.16,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyen,
EYPT,"EyePoint Pharmaceuticals, Inc.",2,108059834,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/eypt,
EZPW,"EZCORP, Inc.",12.2,664465887.4,n/a,1991,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/ezpw,
FFIV,"F5 Networks, Inc.",171.47,10479319261.71,n/a,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/ffiv,
FB,"Facebook, Inc.",201.74,583962201881.52,n/a,2012,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/fb,
DAVE,"Famous Dave&#39;s of America, Inc.",6.6,59857762.8,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dave,
FANH,Fanhua Inc.,35.23,1125565419.03,31949061,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/fanh,
FARM,Farmer Brothers Company,30.35,513764435.8,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/farm,
FMAO,"Farmers & Merchants Bancorp, Inc.",48.4,448473432,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fmao,
FFKT,Farmers Capital Bank Corporation,53.95,405693965.3,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffkt,
FMNB,Farmers National Banc Corp.,16.2,447782920.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fmnb,
FAMI,"FARMMI, INC.",7.23,84446400,n/a,2018,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/fami,
FARO,"FARO Technologies, Inc.",53.65,909955557.65,n/a,1997,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/faro,
FAST,Fastenal Company,50.59,14554178365.01,n/a,1987,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/fast,
FAT,FAT Brands Inc.,8,81228800,n/a,2017,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/fat,
FATE,"Fate Therapeutics, Inc.",12.84,678702446.64,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/fate,
FBSS,"Fauquier Bankshares, Inc.",20.99,79207926.97,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fbss,
FSAC,Federal Street Acquisition Corp.,9.77,561775000,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/fsac,
FSACU,Federal Street Acquisition Corp.,10.4,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/fsacu,
FSACW,Federal Street Acquisition Corp.,1.25,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/fsacw,
FNHC,FedNat Holding Company,22.58,287212564.66,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/fnhc,
FENC,Fennec Pharmaceuticals Inc.,10.98,203990744.16,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/fenc,
GSM,Ferroglobe PLC,9.1,1564988252.1,n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/gsm,
FFBW,"FFBW, Inc.",11.03,72935875,n/a,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ffbw,
FCSC,Fibrocell Science Inc.,3.1,23911521.4,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fcsc,
FGEN,"FibroGen, Inc",64.95,5424770267.4,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fgen,
FDBC,"Fidelity D & D Bancorp, Inc.",62.72,235292825.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fdbc,
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,301.57,1601306543,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oneq,
LION,Fidelity Southern Corporation,26.28,710529600.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lion,
FDUS,Fidus Investment Corporation,14.38,351779651.22,n/a,2011,n/a,n/a,https://www.nasdaq.com/symbol/fdus,
FDUSL,Fidus Investment Corporation,26.1714,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdusl,
FRGI,"Fiesta Restaurant Group, Inc.",27.55,750798716.1,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/frgi,
FITB,Fifth Third Bancorp,30.1,20405431431,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fitb,
FITBI,Fifth Third Bancorp,27.53,495540000,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fitbi,
FNGN,"Financial Engines, Inc.",44.9,2860884948.6,n/a,2010,Finance,Investment Managers,https://www.nasdaq.com/symbol/fngn,
FISI,"Financial Institutions, Inc.",34.05,541579380.75,n/a,1999,Finance,Major Banks,https://www.nasdaq.com/symbol/fisi,
FNSR,Finisar Corporation,17.33,1991625433.44,n/a,1999,Technology,Semiconductors,https://www.nasdaq.com/symbol/fnsr,
FNJN,"Finjan Holdings, Inc.",3.16,87634156.48,n/a,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/fnjn,
FNTE,FinTech Acquisition Corp. II,10.01,239172263.33,n/a,2017,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/fnte,
FNTEU,FinTech Acquisition Corp. II,10.35,0,n/a,2017,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/fnteu,
FNTEW,FinTech Acquisition Corp. II,1.25,0,n/a,2017,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/fntew,
FEYE,"FireEye, Inc.",16.37,3141873228.25,n/a,2013,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/feye,
FBNC,First Bancorp,41.8,1239828420.6,n/a,1987,Finance,Major Banks,https://www.nasdaq.com/symbol/fbnc,
FNLC,"First Bancorp, Inc (ME)",29.93,324723948.71,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fnlc,
FRBA,First Bank,13.7,253928253.3,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/frba,
BUSE,First Busey Corporation,32.98,1606902151.32,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/buse,
FBIZ,"First Business Financial Services, Inc.",26.14,229101938.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fbiz,
FCAP,"First Capital, Inc.",40,134278560,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fcap,
FCFS,"First Cash, Inc.",91.75,4166848453.5,n/a,1991,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/fcfs,
FCBP,First Choice Bancorp,29.01,209052732.3,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcbp,
FCNCA,"First Citizens BancShares, Inc.",414.69,4980594849.45,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcnca,
FCBC,"First Community Bancshares, Inc.",34.15,572708237.95,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcbc,
FCCO,First Community Corporation,24.5,186216905,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcco,
FBNK,"First Connecticut Bancorp, Inc.",31.3,500484746.4,n/a,2011,Finance,Banks,https://www.nasdaq.com/symbol/fbnk,
FDEF,First Defiance Financial Corp.,63.9,651591495,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fdef,
FFBC,First Financial Bancorp.,32.4,3169071248.4,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffbc,
FFBCW,First Financial Bancorp.,21,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffbcw,
FFIN,"First Financial Bankshares, Inc.",54,3651667380,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffin,
THFF,First Financial Corporation Indiana,45,551477025,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/thff,
FFNW,"First Financial Northwest, Inc.",20.01,215696274.24,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffnw,
FFWM,First Foundation Inc.,19.8,877026466.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffwm,
FGBI,"First Guaranty Bancshares, Inc.",27.22,239731303.5,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fgbi,
FHB,"First Hawaiian, Inc.",30.62,4183704113.48,n/a,2016,Finance,Major Banks,https://www.nasdaq.com/symbol/fhb,
INBK,First Internet Bancorp,34.4,350249620,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/inbk,
INBKL,First Internet Bancorp,25.6,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/inbkl,
FIBK,"First Interstate BancSystem, Inc.",43.3,2455283026.8,n/a,2010,Finance,Major Banks,https://www.nasdaq.com/symbol/fibk,
FRME,First Merchants Corporation,47.36,2345368360.96,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/frme,
FMBH,"First Mid-Illinois Bancshares, Inc.",41.1,628128751.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fmbh,
FMBI,"First Midwest Bancorp, Inc.",26.63,2745145534.37,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fmbi,
FNWB,First Northwest Bancorp,16.12,186627591.28,n/a,2015,Finance,Banks,https://www.nasdaq.com/symbol/fnwb,
FSFG,"First Savings Financial Group, Inc.",72.89,166919630.69,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fsfg,
FSLR,"First Solar, Inc.",52.65,5515782637.95,n/a,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/fslr,
FAAR,First Trust Alternative Absolute Return Strategy ETF,29.09,10181558.18,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/faar,
FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,33.3346,58335616.6692,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fpa,
BICK,First Trust BICK Index Fund,27.9774,232212475.9548,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bick,
FBZ,First Trust Brazil AlphaDEX Fund,11.5,6900023,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fbz,
FTHI,First Trust BuyWrite Income ETF,23.02,63862107.02,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fthi,
FCAL,First Trust California Municipal High income ETF,50.17,15051100.34,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fcal,
FCAN,First Trust Canada AlphaDEX Fund,26.1948,11787712.3896,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fcan,
FTCS,First Trust Capital Strength ETF,51.86,938666103.72,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftcs,
